ACCIDENT_NUMBER,EVENT_DATE,YEAR,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
GAA19CA413,6/23/2019,2019,CLEWISTON, FL,26.735277,-81.051111,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,1
CEN19LA184,6/23/2019,2019,VINE GROVE, KY,37.815833,-85.964722,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C,0,2,0
CEN19LA204,6/22/2019,2019,BAR HARBOR, ME,44.440277,-68.355833,NON-FATAL,SUBSTANTIAL,AIRPLANE,WACO,YMF,0,0,3
CEN19LA181,6/22/2019,2019,BARNESVILLE, OH,39.9875,-81.180556,NON-FATAL,SUBSTANTIAL,AIRPLANE,QUICKSILVER,SPORT,0,1,0
CEN19TA180,6/22/2019,2019,LANCASTER, SC,34.722778,-80.854722,NON-FATAL,SUBSTANTIAL,AIRPLANE,ELMWOOD,CHRISTAVIA,0,2,0
GAA19CA415,6/22/2019,2019,PANAMA CITY, FL,30.358333,-85.795555,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,4
CEN19LA213,6/22/2019,2019,SMITHFIELD, RI,41.913056,-71.485277,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,0,0,1
WPR19FA178,6/22/2019,2019,SUNRIVER, OR,43.864444,-121.455,FATAL(1),SUBSTANTIAL,AIRPLANE,MAULE,M7-235B,1,1,0
GAA19CA368,6/22/2019,2019,TULSA, OK,36.041111,-95.983056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
GAA19CA365,6/21/2019,2019,BURLEY, ID,42.5425,-113.771667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,1
CEN19LA179,6/21/2019,2019,COTTRELLVILLE TOWNSHIP, MI,42.717223,-82.611389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,1,0
GAA19CA379,6/21/2019,2019,GROTTEN, CT,41.33,-72.045277,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,1
GAA19CA369,6/21/2019,2019,IMNAHA, OR,45.666389,-116.618334,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,L21,0,0,1
ERA19LA202,6/21/2019,2019,JASPER, AL,33.901111,-87.304167,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,S7EC,0,0,2
WPR19MA177,6/21/2019,2019,MOKULEIA, HI,21.580556,-158.188333,FATAL(11),DESTROYED,AIRPLANE,BEECH,65A90,11,0,0
ANC19FA026,6/21/2019,2019,SEWARD, AK,59.941666,-148.664444,FATAL(3),DESTROYED,AIRPLANE,HELIO,H 250,3,0,0
GAA19CA366,6/21/2019,2019,YERINGTON, NV,39.005556,-119.156667,NON-FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,BC12,0,0,1
CEN19TA178,6/21/2019,2019,LA WARD, TX,28.878334,-96.430834,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,1
CEN19FA177,6/20/2019,2019,ELIDA, OH,40.846389,-84.158333,FATAL(2),DESTROYED,AIRPLANE,BEECH,A36,2,0,0
GAA19CA363,6/20/2019,2019,ELKADER, IA,42.847222,-91.382223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,1
WPR19LA176,6/20/2019,2019,FULLERTON, CA,33.87,-117.990833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
GAA19CA426,6/20/2019,2019,HOLLISTER, CA,36.893333,-121.410278,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,T28,0,1,0
GAA19CA370,6/19/2019,2019,FRIDAY CREEK, AK,61.341389,-148.355833,NON-FATAL,SUBSTANTIAL,AIRPLANE,KIRK ELLIS WENDELL,PTUNDRADACTYL,0,0,1
CEN19LA175,6/18/2019,2019,KNOXVILLE, TN,35.963889,-83.873611,NON-FATAL,DESTROYED,AIRPLANE,FLIGHTSTAR,FC11,0,1,0
GAA19CA359,6/18/2019,2019,NEPHI, UT,39.7475,-111.871389,NON-FATAL,SUBSTANTIAL,GYROPLANE,AUTOGYRO GMBH,CAVALON,0,1,0
ERA19FA196,6/17/2019,2019,ENDICOTT, NY,42.084444,-76.094444,FATAL(1),SUBSTANTIAL,AIRPLANE,TRELLA,T-21,1,0,0
GAA19CA364,6/17/2019,2019,HEWITT LAKE, AK,61.996389,-159.366945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,2
GAA19CA361,6/17/2019,2019,LEDGEDALE, PA,41.391111,-75.331667,NON-FATAL,SUBSTANTIAL,AIRPLANE,QUICKSILVER AIRCRAFT NORTHEAST,SPORT,0,2,0
GAA19CA352,6/17/2019,2019,LIBERAL, KS,37.043055,-100.921111,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT402,0,0,1
DCA19CA168,6/17/2019,2019,PITTSBURGH, PA,40.352222,-79.93,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,737-8H4,0,0,180
ERA19LA199,6/17/2019,2019,READINGTON, NJ,40.582778,-74.736666,NON-FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,BC12,0,0,1
GAA19CA485,6/17/2019,2019,YUBA, CA,39.097777,-121.569723,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,10,0,0,1
WPR19FA175,6/17/2019,2019,AVALON, CA,33.462778,-118.574723,FATAL(1),DESTROYED,HELICOPTER,ROBINSON,R44,1,0,0
GAA19CA405,6/17/2019,2019,COBLESKILL, NY,42.686944,-74.482778,NON-FATAL,SUBSTANTIAL,HELICOPTER,EUROCOPTER,EC135,0,0,3
CEN19LA174,6/17/2019,2019,KEY WEST, FL,24.551667,-81.764444,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,3
WPR19FA173,6/16/2019,2019,COPPEROPOLIS, CA,37.899444,-120.586389,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA-11,1,0,0
GAA19CA348,6/16/2019,2019,FAIRBANKS, AK,64.93,-148.84,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,2
GAA19CA349,6/15/2019,2019,BELUGA, AK,61.242777,-150.415,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,1
ERA19LA197,6/15/2019,2019,CRISFIELD, MD,38.013333,-75.818611,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,0,1,0
GAA19CA367,6/15/2019,2019,LEBANON, KY,37.633611,-85.241944,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,2,0
DCA19CA167,6/15/2019,2019,NEWARK, NJ,40.6925,-74.168611,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,757,0,0,272
WPR19FA172,6/15/2019,2019,PORTER RANCH, CA,34.316111,-118.573334,FATAL(1),SUBSTANTIAL,AIRPLANE,NANCHANG,CJ6,1,0,0
WPR19LA174,6/15/2019,2019,UPLAND, CA,34.113333,-117.680556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182M,0,3,0
GAA19CA347,6/15/2019,2019,SAN ANTONIO, TX,29.739166,-98.451389,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,0,1,1
GAA19CA351,6/14/2019,2019,CULPEPPER, VA,38.525556,-77.859722,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,VANS ACFT RV 6,0,0,1
CEN19LA172,6/14/2019,2019,HEDGESVILLE, WV,39.574723,-77.971389,NON-FATAL,SUBSTANTIAL,AIRPLANE,KARNS,SKY RANGER,0,2,0
CEN19FA170,6/14/2019,2019,HUNTSVILLE, TX,30.7825,-95.4875,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,1,0
GAA19CA362,6/14/2019,2019,TAMPA, FL,28.221389,-82.374445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
CEN19LA167,6/13/2019,2019,HAWKINS, TX,32.697777,-95.213611,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,0,2,0
CEN19LA176,6/13/2019,2019,HECTOR, MN,44.730834,-94.716389,NON-FATAL,SUBSTANTIAL,AIRPLANE,KOLB,KOLB TWINSTAR TSP 1,0,0,1
CEN19LA173,6/13/2019,2019,QUINLAN, TX,32.9525,-96.095833,NON-FATAL,SUBSTANTIAL,AIRPLANE,JUST AIRCRAFT,HIGHLANDER,0,0,2
GAA19CA339,6/13/2019,2019,SAN BENITO, TX,26.148055,-97.59,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,0,1
WPR19LA170,6/13/2019,2019,STANLEY, ID,44.178334,-114.891666,NON-FATAL,SUBSTANTIAL,AIRPLANE,JAMES,EXPERIMENTAL CUB,0,2,0
GAA19CA340,6/12/2019,2019,CAMBRIDGE, OH,39.975,-81.5775,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,0,1,0
CEN19LA166,6/12/2019,2019,GREENVILLE, TX,33.07,-96.065278,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,E90,0,0,3
CEN19FA164,6/12/2019,2019,HENDERSON, LA,30.402222,-91.809444,FATAL(2),SUBSTANTIAL,AIRPLANE,QUICKSILVER,SPORT 2S,2,0,0
WPR19LA169,6/12/2019,2019,INDEPENDENCE, OR,44.867223,-123.198333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,140,0,0,2
ERA19FA193,6/12/2019,2019,MAITLAND, FL,28.620278,-81.349166,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182,2,0,0
ANC19LA024,6/12/2019,2019,NOME CREEK, AK,65.337222,-146.726111,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7DC,0,0,1
GAA19CA346B,6/11/2019,2019,GREENVILLE, TX,33.067778,-96.065278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,2
GAA19CA346A,6/11/2019,2019,GREENVILLE, TX,33.067778,-96.065278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,0,0,2
ANC19LA027,6/11/2019,2019,HOPE, AK,60.811944,-150.006667,NON-FATAL,SUBSTANTIAL,AIRPLANE,HELIO,H391,0,0,2
WPR19LA167,6/11/2019,2019,PHOENIX, AZ,33.683611,-112.126945,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20V,0,1,0
GAA19CA343,6/11/2019,2019,SOLDATNA, AK,60.320278,-150.597222,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,MX7,0,0,1
CEN19LA163,6/11/2019,2019,SWITZ CITY, IN,39.064722,-87.053333,NON-FATAL,SUBSTANTIAL,AIRPLANE,GRIFF,CHALLENGER,0,1,0
CEN19FA161,6/10/2019,2019,BUTLER, MO,38.350278,-94.340277,FATAL(1),DESTROYED,AIRPLANE,CESSNA,425,1,0,0
CEN19LA168,6/10/2019,2019,JACKSONVILLE, FL,30.493611,-81.690833,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,690,0,0,3
GAA19CA336,6/10/2019,2019,ONTARIO, OR,44.019445,-117.013056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,1,0
WPR19LA166,6/10/2019,2019,ROMONA, CA,33.03,-116.91,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210,0,0,2
GAA19CA338,6/10/2019,2019,INDEPENDENCE, WI,44.362222,-91.391389,NON-FATAL,SUBSTANTIAL,GLIDER,PZL-SWIDNIK,PW-5,0,0,1
ERA19FA191,6/10/2019,2019,NEW YORK, NY,40.761667,-73.981945,FATAL(1),DESTROYED,HELICOPTER,AGUSTA,A109,1,0,0
GAA19CA345,6/10/2019,2019,NORTHWAY, AK,63.075834,-141.038889,NON-FATAL,SUBSTANTIAL,HELICOPTER,S M & T AIRCRAFT,UH,0,2,0
WPR19FA163,6/9/2019,2019,ANTIOCH, CA,38.044166,-121.838889,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,0,0
DCA19CA169,6/9/2019,2019,DENVER, CO,39.861667,-104.673056,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,737,0,0,184
GAA19CA354,6/9/2019,2019,LA WARD, TX,28.730556,-96.453611,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT 602,0,0,1
GAA19CA335,6/9/2019,2019,MORIARTY, NM,34.982223,-106.013333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,421,0,0,2
GAA19CA325,6/9/2019,2019,PINGREE, ID,43.117223,-112.607778,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVIAT,A1,0,0,2
GAA19CA333,6/9/2019,2019,RIVERSIDE, CA,33.988889,-117.41,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA22,0,0,2
GAA19CA324,6/9/2019,2019,SOUTH LAKE TAHOE, CA,38.893889,-119.995277,NON-FATAL,SUBSTANTIAL,AIRPLANE,DAVID SHOTWELL,MURPHY,0,0,1
GAA19CA322,6/9/2019,2019,TRENTON, NJ,40.273056,-74.808056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,1
CEN19TA162,6/9/2019,2019,DEER TRAIL, CO,39.7875,-103.770556,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,1,0
GAA19CA476,6/9/2019,2019,LEBANON, MO,37.743611,-92.513333,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R44,0,0,4
WPR19FA161,6/8/2019,2019,HEMET, CA,33.733889,-117.0225,FATAL(1),SUBSTANTIAL,AIRPLANE,LOCKWOOD,AIRCAM,1,0,0
WPR19TA162,6/8/2019,2019,MEDFORD, OR,42.351667,-122.860556,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,2,0
GAA19CA321,6/8/2019,2019,MOSES LAKE, WA,47.139722,-119.339166,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,1,2
GAA19CA326,6/8/2019,2019,ORLANDO, FL,28.293611,-81.44,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,3
GAA19CA332,6/8/2019,2019,ROSE HILL, KS,37.566389,-97.174445,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,1,1
ERA19FA189,6/8/2019,2019,SOUTHOLD, NY,40.9875,-72.58,FATAL(2),DESTROYED,AIRPLANE,BEECH,A36,2,0,0
GAA19CA320,6/7/2019,2019,ASHLAND, ME,46.661111,-68.389444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,0,0,1
ERA19FA188,6/7/2019,2019,CASTALIA, NC,36.137222,-77.995833,FATAL(4),DESTROYED,AIRPLANE,PIPER,PA46,4,0,0
GAA19CA327,6/7/2019,2019,GULKANA, AK,62.155,-145.454444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,185,0,0,1
GAA19CA331,6/7/2019,2019,LEE'S SUMMIT, MO,38.959167,-94.371945,UNAVAILABLE,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,0
GAA19CA328,6/7/2019,2019,MONUMENT, KS,39.104444,-101.007222,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,1,0
GAA19CA350,6/7/2019,2019,NOWDOINHAM, ME,43.998333,-69.884166,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,2
GAA19CA355,6/7/2019,2019,SANTA FE, NM,35.617223,-106.089444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
GAA19CA330,6/7/2019,2019,TERRE HAUTE, IN,39.445833,-87.317223,NON-FATAL,SUBSTANTIAL,AIRPLANE,DIAMOND,DA20,0,0,2
WPR19LA160,6/6/2019,2019,DAVIS CITY, CA,38.525278,-121.703889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,2
ERA19LA187,6/6/2019,2019,FREDERICK, MD,39.421667,-77.372223,NON-FATAL,SUBSTANTIAL,AIRPLANE,AVID,AVID MAGNUM,0,2,0
GAA19CA329,6/6/2019,2019,LAFAYETTE, IN,40.412222,-86.936944,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,0,0,2
GAA19CA319,6/6/2019,2019,WEINER, AR,35.590277,-90.913611,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,0,0,1
ERA19TA195,6/6/2019,2019,WESTMINSTER, MD,39.608333,-77.007778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,0,0,1
GAA19CA344,6/6/2019,2019,BETHEL, AK,60.792222,-161.764722,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,UH 1H,0,0,2
GAA19CA316,6/5/2019,2019,DILLINGHAM, AK,59.039722,-158.4575,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,1
GAA19CA317,6/5/2019,2019,PADUCAH, TX,34.021111,-100.3275,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 11,0,0,1
GAA19CA314,6/5/2019,2019,SEDONA, AZ,34.823889,-111.9075,NON-FATAL,,BALLOON,CAMERON,A-275,0,1,17
GAA19CA313,6/4/2019,2019,RENTON, WA,47.493055,-122.215833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,0,2
ERA19TA185,6/4/2019,2019,ROBERTSDALE, AL,30.543333,-87.564722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,2,0
WPR19FA159,6/4/2019,2019,SUMMERVILLE, OR,45.490833,-118.008889,FATAL(1),SUBSTANTIAL,AIRPLANE,TITAN,TITAN II,1,0,0
ERA19LA186,6/4/2019,2019,DANBURY, CT,41.41,-73.465556,NON-FATAL,SUBSTANTIAL,GLIDER,ALISPORT,SILENT 2,0,1,0
DCA19LA154,6/4/2019,2019,MANASSAS, VA,38.721945,-77.517778,NON-FATAL,SUBSTANTIAL,HELICOPTER,AURORA,PAV,0,0,0
GAA19CA311,6/3/2019,2019,CULPEPER, VA,38.525556,-77.859722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA19CA306,6/2/2019,2019,DENVER, CO,39.57,-104.849444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,0,0,2
GAA19CA302,6/2/2019,2019,GUNNISON, CO,38.545833,-106.925278,NON-FATAL,SUBSTANTIAL,AIRPLANE,DALE BERKBIGLER,CCX-2000,0,0,1
GAA19CA309,6/2/2019,2019,SEDONA, AZ,34.848611,-111.788333,NON-FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,BC12,0,1,0
CEN19FA160,6/2/2019,2019,CASS, AR,35.705278,-93.795,FATAL(3),SUBSTANTIAL,HELICOPTER,ROBINSON,R44,3,1,0
GAA19CA304,6/1/2019,2019,FLIPPIN, AR,36.290833,-92.590277,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,0,0,2
GAA19CA301,6/1/2019,2019,HEBER, UT,40.481945,-111.428056,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,0,0,1
GAA19CA307,6/1/2019,2019,JUNCTION CITY, KS,39.043333,-96.843333,NON-FATAL,SUBSTANTIAL,AIRPLANE,DAVID S MEEK,SUN DEVIL,0,0,1
GAA19CA041,6/1/2019,2019,PAOLA, KS,38.540277,-94.920278,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 6,0,0,2
GAA19CA300,6/1/2019,2019,ROSE HILL, KS,37.562778,-97.064167,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV6,0,1,0
GAA19CA303,5/31/2019,2019,ROCKFORD, OH,40.614167,-84,NON-FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT502,0,1,0
GAA19CA299,5/31/2019,2019,SAN ANTONIO, TX,29.743889,-98.453056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR20,0,1,0
GAA19CA298,5/31/2019,2019,SPARTA, IL,38.148889,-89.698611,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,1
GAA19CA422,5/31/2019,2019,WILLIMANTIC, CT,41.744166,-72.180278,NON-FATAL,SUBSTANTIAL,AIRPLANE,DARYL BAKER,BUSH SPORT,0,0,1
GAA19CA318,5/31/2019,2019,YOUNGSTOWN, OH,40.96,-80.68,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,55,0,0,3
CEN19LA159,5/30/2019,2019,CLEBURNE, TX,32.390277,-97.433611,NON-FATAL,SUBSTANTIAL,AIRPLANE,LANCAIR,LC41,0,0,1
GAA19CA305,5/30/2019,2019,FAIRBANKS, AK,64.36,-147.36,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,M4,0,0,2
GAA19CA353,5/30/2019,2019,FESTUS, MO,38.193055,-90.385833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,0,0,3
ANC19FA021,5/30/2019,2019,WASILLA, AK,61.576111,-149.531111,FATAL(1),DESTROYED,AIRPLANE,BRADSHAW / MCCAULEY,GILES G-202,1,0,0
GAA19CA297,5/30/2019,2019,WAVERLY, MN,45,-94,NON-FATAL,SUBSTANTIAL,AIRPLANE,QUICKSILVER,2S SPORT,0,0,2
ERA19FA184,5/29/2019,2019,CAPE MAY, NJ,38.925556,-74.943055,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,0,0
CEN19LA158,5/29/2019,2019,FREDERICKSBURG, TX,30.243055,-98.909167,NON-FATAL,SUBSTANTIAL,AIRPLANE,BOEING,B75N1,0,1,0
ERA19FA183B,5/29/2019,2019,GREEN COVE SPRINGS, FL,29.957778,-81.727223,FATAL(1),SUBSTANTIAL,AIRPLANE,VANS,RV4,1,1,0
ERA19FA183A,5/29/2019,2019,GREEN COVE SPRINGS, FL,29.957778,-81.727223,FATAL(1),DESTROYED,AIRPLANE,VANS,VANS RV 4,1,1,0
GAA19CA295,5/29/2019,2019,SALIDA, CO,38.538333,-106.048611,UNAVAILABLE,SUBSTANTIAL,,PIPISTREL,ALPHA TRAINER,0,0,0
ERA19FA181,5/28/2019,2019,AUBURN TOWNSHIP, OH,41.375278,-81.193055,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28R,1,0,0
DCA19CA153,5/28/2019,2019,FORT LAUDERDAE, FL,26.072778,-80.152778,NONE,MINOR,AIRPLANE,AIRBUS,A320,0,0,0
GAA19CA294,5/28/2019,2019,HILTON HEAD, SC,32.224445,-80.6975,NON-FATAL,SUBSTANTIAL,AIRPLANE,RATHEON AIRCRAFT COMPANY,A36,0,0,2
GAA19CA108,5/28/2019,2019,HOLLISTER, CA,37.038055,-121.118056,NON-FATAL,SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DHC 2,0,0,2
CEN19FA155,5/28/2019,2019,MERTZON, TX,31.2604781,-100.8207058,FATAL(1),DESTROYED,AIRPLANE,CESSNA,R172,1,0,0
WPR19LA168,5/28/2019,2019,BREWSTER, WA,48.104722,-119.720556,NON-FATAL,SUBSTANTIAL,HELICOPTER,SIKORSKY,UH19,0,1,1
GAA19CA358,5/27/2019,2019,BOWIE, MD,38.941666,-76.7725,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,0,1
ERA19TA182,5/27/2019,2019,CONCORD, GA,33.044444,-84.432223,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,7AC,0,0,1
GAA19CA289,5/27/2019,2019,FISHER, AR,35.483889,-90.840833,UNAVAILABLE,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT802,0,0,0
CEN19LA157,5/27/2019,2019,PALM CITY, FL,27.163333,-80.285833,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,1,1
GAA19CA288,5/26/2019,2019,CARBONDALE, IL,37.778056,-89.251944,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,0,0,2
WPR19LA155,5/26/2019,2019,GARBERVILLE, CA,40.088333,-123.8075,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,0,1,0
CEN19LA152,5/26/2019,2019,POPLAR GROVE, IL,42.342777,-88.896666,NON-FATAL,SUBSTANTIAL,AIRPLANE,RAND ROBINSON,KR2,0,1,0
GAA19CA285,5/25/2019,2019,CODY, WY,44.520278,-109.023889,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,0,0,2
GAA19CA287,5/25/2019,2019,EAST HADDAM, CT,41.446389,-72.4575,NON-FATAL,SUBSTANTIAL,AIRPLANE,JIHLAVAN AIRPLANES SRO,KP5,0,0,2
GAA19CA337,5/25/2019,2019,FORT DRUM, FL,27.541944,-80.833056,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV10,0,0,2
CEN19LA153,5/25/2019,2019,FREDERICKSBURG, TX,30.281945,-98.857778,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,8KCAB,0,2,0
DCA19CA151,5/25/2019,2019,JACKSONVILLE, FL,30.277778,-81.805833,NON-FATAL,,AIRPLANE,BOEING,737-8H4,0,2,126
CEN19LA156,5/25/2019,2019,OAKES, ND,46.096944,-97.919445,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,S 2R,0,0,1
ERA19FA179,5/25/2019,2019,ST. SIMONS ISLAND, GA,31.2325,-81.354722,FATAL(1),DESTROYED,AIRPLANE,CESSNA,TR182,1,0,0
GAA19CA286,5/25/2019,2019,TAKOTNA, AK,63.001944,-156.367223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,0,0,1
GAA19CA283,5/24/2019,2019,GRANGEVILLE, ID,45.921111,-116.217778,NON-FATAL,SUBSTANTIAL,AIRPLANE,ROCKWELL,S2R,0,0,1
WPR19FA154,5/24/2019,2019,GROVER, UT,38.174445,-111.248611,FATAL(2),SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,2,0,0
GAA19CA284,5/24/2019,2019,RIVERSIDE, CA,33.951944,-117.445,NON-FATAL,SUBSTANTIAL,HELICOPTER,SCHWEIZER,269C,0,0,1
CEN19LA150,5/23/2019,2019,MCKINNEY, TX,33.204444,-96.746666,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA28,0,3,0
GAA19CA312,5/23/2019,2019,NOGALAS, AZ,31.417778,-110.847777,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,2
ERA19TA192,5/23/2019,2019,STAFFORD, VA,38.398055,-77.455556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA19CA278,5/23/2019,2019,PITTSFIELD, IL,39.651667,-90.81,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,206,0,1,0
GAA19CA279,5/23/2019,2019,ST. LOUIS, IL,38.570278,-90.155,NON-FATAL,SUBSTANTIAL,HELICOPTER,GUIMBAL,CABRI,0,0,2
CEN19FA148,5/22/2019,2019,GREENFIELD, IN,39.851389,-85.883611,FATAL(2),DESTROYED,AIRPLANE,CESSNA,S550,2,0,0
GAA19CA276,5/22/2019,2019,LOUISA, VA,38.01,-77.967223,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C,0,0,2
